,B,CD4T,CD8T,Mon,NK,Neu
GDF10,0.15543946276581896,0.15927959978540918,0.0,0.0,2.1699310790683812,0.0
GDPD5,4.002357864782361,3.8071524013263707,3.0771481579532756,3.411038663483554,6.591682336439417,4.481147949450952
GJB2,5.729881390716763,4.756114283720537,4.9251472410637245,10.639526613490467,5.363817824434523,8.05528881118111
GKN1,0.0,2.687038314867711,0.8166399321043438,0.9132401948009398,0.8092878025529181,0.9206492964860662
GLIS2,3.637166668060625,3.0287552921491527,3.3454251286084817,1.6086982910028618,5.312907021131146,2.0222002198697666
GNG11,4.635760266448585,4.062370269228609,3.747444184953591,3.3713296961481936,7.343700463523698,4.02317745478181
GNG8,2.4376509191510416,2.788711430711655,2.3722983182418833,5.624375659690986,2.863624210499923,8.399383809115374
GNGT2,10.169024171342963,9.589474052289653,9.63996326862471,12.74073834588405,9.8294470789479,10.880127315002747
GNRH1,2.579040000626882,3.3195791427371413,2.96061334797106,4.975670437218511,2.650384980680336,3.2952925642151567
GPAT3,4.64108570076236,3.9527823695104933,4.005791894040453,5.657147109703935,4.013643207054001,8.45472796029581
GPC2,2.2673722974110717,2.301643199837078,2.063022853672714,0.5450652469831507,4.153216575704779,2.138119543872028
GPR161,0.0,0.0,0.0,0.0,2.5893061698479696,0.0
GPR25,5.726764169957903,5.531434558580227,6.343698690494474,4.514772287240328,8.165522703162411,5.684835962838165
GPR27,0.0,0.0,0.0,2.9190883015660574,1.3636533304937248,5.680130264933262
GPR88,2.8887415841999156,2.103752688534012,2.375169175599738,5.293819665570222,2.768867437098321,2.9947074814467234
GPRC5B,1.0722931068380177,0.6803749170623248,0.7687884457194154,0.45607239029494007,3.1137148864480833,0.2439943155677371
GRIFIN,0.0,0.0,0.0,0.0,2.2419709341980996,0.0
GSTA6,8.922780898644378,7.406541667681872,7.211963850825327,5.6903208606331,7.321028410260879,5.872651755381932
GTSF1,0.0,0.0,0.0,3.704329703593305,0.5395816727546361,1.7486154588542466
GZMA,7.777968435945954,7.4836694250842175,7.419314965369312,7.780981301723434,11.627192222904064,7.9029034478707345
GZMB,5.361078425818521,4.686017290552954,4.859327852115506,5.291167411411757,8.661791983504049,5.388233824246695
GZMBL1,0.0,0.0,0.0,0.0,1.8735689078783795,0.0
GZMF,2.2772492841096206,0.0,2.4943207902961584,0.0,4.298514568100819,0.0
GZMK,9.806866939392833,9.28212840171961,9.288637403888682,8.7697493213954,13.418234223540942,9.16122067770834
GZMM,11.56118737286264,10.91693941063036,12.031797097465397,9.859230825985794,14.340721944793074,10.027372241033863
HAAO,3.9831969553229936,4.024341888383029,4.242932129196317,2.7243434265814317,6.1351590122439905,2.6519321569381034
HBE1,9.639783678474679,9.087119933496652,7.716708591128491,7.400362991597633,13.308975247443403,7.93208815630306
HCAR2,7.486580962440797,5.807558063310956,6.017723266707556,10.330883098758896,6.82340123731949,13.345319561309235
HCN2,3.2245888817349337,3.023284839048353,3.415211852119728,3.489308398711711,5.432714411085497,2.1551550867118148
HDAC11,3.196521848676584,2.630169318901107,3.0901814113507444,1.4690828209055136,5.223957783930182,1.3110429116128712
HDC,3.112566275929182,1.9922819263283642,2.6806358778815005,4.41819785660519,3.0261561299686255,7.382770582625165
HEATR9,1.4451595502062249,1.5792679077306129,1.9403494932218428,1.8852916199574319,4.310228434514476,0.7383703263317037
HIGD1C,0.0,4.244136460194934,0.0,0.0,0.0,0.0
HIST1H2BL,3.4107354625324,1.523638266338278,0.0,0.0,1.4723891724207328,0.0
HK3,3.2376848475052245,3.005246670513939,2.8896043303926557,4.524257536942514,3.3325983030118405,6.94761711190039
HSD11B1,3.787575891460066,3.6568278715085025,3.3090944957218165,7.798283166819154,3.8285182530780864,5.548858693916554
HSPA1B,0.0,0.0,0.0,5.475358880200282,0.0,0.0
HTR1B,0.8606856812947759,0.8963152596420338,0.0,2.06405996984707,0.4492255906916033,4.2563936247140655
HTR2A,0.4455957036887691,0.307541927031456,0.27811367996954434,1.2979958625644032,0.9399229221804254,4.297728157393664
HTRA3,2.906264520897278,2.2227641571983563,2.4890963093969676,1.6974607264796138,6.149377270641598,2.384750270502874
ID1,6.259227215475186,5.519898814160403,5.724441453320573,8.883330228817515,6.2760783655593535,11.387227731817799
IDO2,1.0447871718385628,0.0,0.0,0.0,2.9099919013908053,0.0
IFIT1,3.980768561869672,3.5554749274772703,3.2168636165385127,6.767912413084833,4.3096851213287515,10.098439965617573
IFIT1BL,7.554242582481129,7.315497040294797,6.997828858596446,10.0756376748893,7.825909959477484,13.692600746641219
IFIT3,8.499045707686168,7.568323298647222,7.555501944099012,11.167148603354013,8.464737794774578,14.114876615235918
IFITM10,1.3109513766424294,0.0,0.6482342845029752,0.0,4.206676365848667,1.8132270136232667
IFITM3,3.816236576876067,4.051010756232668,3.0313452771467846,3.7877098833539535,4.571157334217149,7.032458383790958
IFITM6,7.6943723643702455,6.492277877990455,7.089802103912611,8.524117731035036,7.596790551200746,12.038890908854377
IGFBP4,3.6827439355711697,6.045021684869667,3.2871879072261225,3.356746381091133,3.924883913883625,3.7831965646138714
IGIP,3.539288410200227,0.0,7.244292025790356,0.0,0.0,0.0
IL12RB1,4.674887585530334,5.423819838883192,5.141139230537638,3.3988040970393687,7.239683636203264,3.7134722456022597
IL12RB2,5.395972905538551,5.3022442821610944,6.040353486106255,4.1609102010659935,8.069949237607768,3.9389338538235137
IL18R1,6.3691196886620105,7.099969278935421,7.045272972016065,5.202745734879636,8.621527670115647,5.437524266592329
IL1B,9.84467636436121,8.420047799416661,8.469483558713954,12.581225199154108,9.314777345008547,15.574163068857507
IL1R2,6.2787576630850275,5.254536457563155,4.813732214908983,8.473501577854158,5.88896724160306,12.367315197699709
IL22RA2,4.290625479525778,3.89953130598742,4.472020866042033,4.5857474888811005,4.352418392348389,7.575127657038365
IL2RB,9.27534121993568,9.219623677068682,10.178705668690656,7.67849662871869,11.724185812875266,7.866917339722638
IL31RA,0.9662740547985289,0.15572277310820498,0.9637806263220337,3.387479818626889,0.6339725949178365,1.0358923600054148
IL7,0.5472199358868348,1.4111279153363676,0.523867375575065,5.226695077618153,1.4304441644786619,2.886639424179065
INHBE,0.42739408584082383,0.272137800138581,0.4346293021485284,1.3445018674147113,0.0,4.325528159983716
ISG15,7.906462252655892,7.775773086966446,7.9352507175822025,9.259639451164137,8.459377088914492,12.547587277817758
ITGA1,1.9281587319083595,1.8780158171325967,2.203759779530099,1.3695947866680926,4.751360449116953,2.1214438491582346
ITGA2,2.3941335081987805,3.070428232831289,2.007216586847898,1.2044692210142998,4.842381453620027,1.67071950273373
ITGAL,9.995975745820264,10.550282508226271,10.493032413889537,12.75370318908761,10.855468996741084,11.0588303562844
ITGAV,4.817714784763503,5.221629056666941,4.735940356046415,7.63230074558699,5.2143304191431685,5.574659758722304
ITGB1,9.652059558084593,9.807081219697142,9.66580486169276,12.216598616807968,9.944352391200802,9.92982244165093
ITGB3,5.732148532324784,6.338981415794315,6.045382885350426,8.805644505532428,5.891923063583983,7.151499922095875
ITPRIP,0.0,1.63018085607697,0.0,0.0,0.0,0.0
IZUMO1R,3.1709995196907084,5.26833007191593,2.411453390692613,1.058709774136535,2.9114217519996446,0.0
JAML,7.864662106939234,7.767856019848696,8.782931186816498,8.26512567836702,8.842773798343567,11.114890053638774
JCAD,3.634788047403787,5.591903086299199,3.6536166360176145,3.4695578070053625,3.145676663183203,3.14834525376908
KCNA3,5.520647600246454,5.63402974953951,5.756115213025364,7.654147436580865,5.801837861182449,5.753957153760142
KCNC4,1.3642221862057096,1.316688975589476,1.4036230961511882,1.3694785050449219,4.790155002913669,0.9713426187310741
KCNE5,4.885683508540367,4.53388063296879,4.624336340664961,3.975063957477695,8.731650177891865,4.506073844890194
KCNJ2,3.0884550675942393,3.343670128848431,2.554730482968637,5.5624295973606035,2.9654650130965354,8.064569544131821
KCNK1,3.738410123564973,3.372023794165523,3.0436754766372225,1.5879340987839776,7.09741796120613,2.4595116143225924
KCNK7,4.741464887154896,5.287175113705541,5.348030711493022,4.04977638762508,7.461988365918614,4.418667942446576
KIF19,1.879866376317156,2.404550310049088,1.6487725646425644,1.5517350463890114,5.427073339633847,1.7750366016175811
KIR3DL1,1.2175758745071947,1.5443645320425252,0.4691235871404661,1.6913773283582503,4.464314553291386,2.0980578754531454
KLF4,9.458620283159066,7.565632054427731,7.776394303097291,12.021307078690956,8.20112235258514,10.165585711247193
KLF5,2.365835286458798,2.1759576599421617,1.6871928042190438,2.163214540309398,1.9850621418949674,4.6989407726694115
KLK14,0.0,0.0,0.0,0.0,0.0,2.5164019143513987
KLRA1,4.6878273204534775,3.84097403676998,4.026394231320994,2.058170400681327,7.8314015489237345,2.8271842812068435
KLRA2,6.203773987291638,5.464879222471076,5.380435328316803,5.97725102814964,6.366887986897492,8.74687863046259
KLRA5,4.687643730797188,4.040960939832557,4.567956861363109,2.681878905429837,7.669308470870686,2.958986605972673
KLRB1,2.549105424483321,2.8558035505527277,2.6101751163951428,0.0,4.559348923990165,0.8525609152626117
KLRC1,6.051785473582166,5.9857964219645075,6.13781541558018,4.633510300366057,9.596586623568761,4.9981003543611795
KLRC2,5.2486396045869474,5.598429376204214,5.134209617345933,3.6281348829282924,8.83110593668173,3.574799279706518
KLRD1,9.070525822769405,9.022874724320264,9.503532243294028,8.117864406016139,11.601129867314867,8.004184878940071
KLRE1,8.271230463094664,7.6142363496255925,8.51395584510341,6.501152061900766,10.874773650524723,6.417249925306997
KLRG1,5.296767424037087,4.763606910730701,4.536015660026697,4.925623490524284,8.71351631956194,5.357380295585659
KLRG2,3.6249449122946147,3.7879048898356467,3.2652886201796067,8.152031815376734,3.864156094963672,5.90191893722118
KLRH1,2.059855271645912,2.5987648896272475,2.732247479907647,0.0,4.7961225928718,0.7685161124391465
KLRI1,7.216504618258514,6.766217260676937,7.213502198214658,5.666571945212096,10.566115084453509,6.194741570041046
KLRI2,6.23146649897534,5.628932908463213,5.7684231122486676,4.096139723590969,9.553977188580893,4.767312998045009
KRT75,2.857104995681621,2.767810003301588,2.90217241664478,7.474230355467393,2.879964071082108,5.5718702965656535
KRT77,0.3402368972809757,0.12790712043972358,0.2535562271391531,0.0,2.1186948544300144,0.21771014551102147
KRT80,0.7444712923139619,0.215150497574467,0.45607603108988914,2.43149151052354,0.6359937220919109,4.806106667854866
L1CAM,2.661374949888055,3.3302847001639835,2.750797222167602,6.426592252741219,2.8639930567436402,4.22353134391002
LAMA2,1.3144269678954152,2.9802821484535795,1.4479053636651282,1.2847867547315206,0.9350601518391082,1.205198136214885
LAMB3,1.2758626603409344,1.6409855405315834,1.2833214886747855,5.807922613227616,1.433615464947605,3.092820443244664
LAPTM4A,0.0,0.0,0.0,1.83109811554641,0.0,0.0
LDLRAD3,3.6976396845298094,3.8104690345271823,3.8761388363746194,7.666566935988911,3.8475494813587803,5.095570302333422
LILRA5,5.697740270997496,5.093929758479799,5.61897544568825,8.273107101386724,5.6048275312132905,5.780859945667476
LIM2,1.6065408633749727,0.7812098684780162,0.7906794176964883,0.0,4.144554602211512,0.7894798035027398
LINGO3,1.4088408824260303,0.9959099691638318,1.2878278133340162,2.2053085894632307,1.302920489993198,4.618569810622441
LKAAEAR1,0.0,0.0,0.0,0.0,0.0,2.659926563999672
LMO7,3.264457202100247,3.84686264037875,4.063621961583393,2.405793941986162,5.98427106781558,2.452966812205349
LOC100359515,1.9178602677033005,1.315770339074121,1.3134075733094517,5.104329473054961,2.1747190529835785,8.877473722661094
LOC100911272,2.003829603388635,2.4778304748418734,2.2957247223269883,2.683971325560968,3.109709325008584,6.057464155736716
LOC102555578,0.0,5.901106038794466,2.8950334783884646,0.0,0.0,0.0
LOC103689954,0.0,0.0,0.0,4.717247297987963,0.0,0.0
LOC103690024,0.0,0.0,0.0,2.23267408109196,0.0,0.0
LOC103690053,0.0,0.0,0.0,0.47958729280832957,0.0,2.8827400945464285
LOC103690326,0.4704419188423977,0.0,0.0,1.6547634952475072,0.21262262969695067,4.903288078135897
LOC103691261,2.4285765692048433,1.6290492234081055,2.6732673889011096,3.1303466980143746,1.6048199185391927,5.513738855727874
LOC103692829,0.0,0.0,0.0,0.0,1.915578339021684,0.0
LOC103693323,0.0,0.0,0.0,0.9284043043122748,0.0,3.4207343780071584
LOC108348050,0.0,0.0,0.0,0.0,0.0,6.226845766879665
LOC108348083,2.4635926407551216,5.154450561650121,2.7470112974189833,0.0,0.0,0.0
LOC681182,6.293929995665128,5.902378229485904,5.830933740505284,10.80075081304231,6.121370689093939,8.404761623598215
LOC681355,2.6078227347523044,2.2768653699981183,0.638482415241779,5.806129953490005,2.3619828587390073,3.1685459639022895
LOC685048,7.427179341519013,6.669812181961172,6.1277720160069125,7.739793076118403,7.109915803652518,10.804991768660033
LOC685203,1.758720190828824,0.0,0.0,0.0,0.0,0.0
LOC688340,0.0,1.7630396847901397,0.0,0.0,0.0,0.0
LOC689230,2.605072006321775,1.9711325854176047,1.6388205247030194,5.276209564331479,3.2106469084098084,8.69485107349995
LOC690097,7.216612578600007,6.621973172455615,6.546359974682913,10.819929211439536,7.47052368107809,8.886767365925039
LOC690483,0.16701050241534804,0.1703293723248101,0.18224288687031295,0.7307256223872058,0.0,3.029498990500101
LOC691670,4.8139967988271515,3.8021935644040097,4.082074267001893,1.7814650117957087,7.563171768149571,2.3901025951514434
LOC691695,1.4274476465824795,2.162144694938555,3.366027946663085,3.913070391586452,5.628800307070837,0.0
LPL,3.2334600972625402,2.803238921698395,2.6879746445552257,6.729396298525446,3.063088112081091,3.6297841722465485
LRG1,9.079744811941314,8.450239911118679,8.022612890169917,11.739389695514383,9.106750499013382,15.125515168075978
LRP1,6.714338676065713,6.350539940192856,6.263266563188695,10.269699608981007,6.655893081019169,8.235368409674725
LRPAP1,7.756438031349188,7.7347192725676415,7.8645870334676715,9.60639158879335,7.970310927355129,7.938451739830522
LRRC75A,3.7275716353080584,3.1939139707992332,4.07033689718148,3.660153945989991,4.0634570738875615,6.671662972618236
LRTOMT,0.0,0.0,1.812116538829322,0.0,0.0,0.0
LTB4R,2.856124169083941,2.6943330793563334,2.473822216848684,4.7590343323518685,4.2255915709920995,8.459148400737043
LY49S3,3.5939307632799773,2.4577152004793694,3.705730008313846,1.516184588202114,5.309496653733694,2.865950986930848
LY49S4,2.321974983672595,2.6101533564487465,2.3858849311845143,1.2928891056443206,5.533047619899266,1.270548703096615
LY49S5,4.419642804310721,3.901555812183666,4.134063573817297,3.166097488969554,7.669643631915043,3.252937785894195
LY49S6,6.451773307761044,5.946028963281886,6.942644550015302,3.7990784784553187,8.760593591025266,4.068773103076958
LY49S7,5.505638975757862,5.290469086324885,5.547910172302354,3.3856609990130773,8.531626945304797,3.8316088459052473
LY49SI2,7.597067086575718,6.948224365775468,6.959635660195096,10.367844827554023,7.8948253289800245,8.720635678089623
LY6G6D,2.51398552168385,2.7686498846914143,1.9929806764244171,5.886503277923779,2.569589500766722,2.7709555215993613
MAGI1,1.347766018164042,0.7658753637271838,0.0,3.2414930605791668,0.0,1.2730236410445532
MAK,0.7372337279361115,0.42526521336150325,0.5707649548588387,1.9122361696182995,0.6236153451313446,4.657942761183455
MAL,8.497263844433709,8.225413559554847,8.188178056556051,12.903787235266298,8.71927468810179,10.7982939802048
MAOB,4.465813128123175,4.110634593311951,4.1737253581638925,9.11154068840355,4.783250081545235,6.310979320632956
MAPK13,2.6453753767484187,2.105095261592627,2.4800384541417464,5.2260408592051855,2.8976599226726396,8.508859590492172
MAPK15,0.7889122031662779,0.9152365789959419,1.0478303378810796,0.237650868762527,4.104897068536877,0.22027378195060066
MCEMP1,6.483101634501221,5.942156562704474,5.746967317390659,9.583576984228262,6.688016746747707,12.31090400537429
MCF2L,0.38080226087913316,0.5667870464287552,0.9694618025129544,3.947570785641899,0.5516725800597138,1.461537351967786
MCPT8,3.6149969856017528,0.0,1.3959470502417413,1.7174116736598082,1.2036712706024935,6.126214007534909
MEF2B,5.736403269304203,5.231560872332507,5.207122369650882,8.052811063988091,5.470794452894118,5.933969416930557
MGAM,2.3638578314887777,2.2097298926578364,1.846087072726506,5.382493718746712,2.8529148607336072,8.386188400553017
MGP,1.673553626488633,0.0,0.0,0.0,0.0,0.0
MMP8,7.06877458564405,6.289022583750224,6.291612810158384,9.482422337722777,7.136837070379116,13.036885622000256
MMP9,4.554208214214458,4.765006283257883,3.904488907078963,6.328716037015639,5.3521332250308635,9.69867935002381
MOGAT2,0.37166355374982923,0.7684246151708154,0.40618072728138027,0.9060555940133616,0.0,4.66064598599236
MOV10,8.581733913171682,9.542775977373532,9.416612767826834,9.360721431786354,9.076629986623473,11.842533485324918
MPPED2,1.8650975167002168,1.9684405843831703,1.983430215569856,1.0608318152221898,4.47277279539211,0.9138139763607415
MRAS,4.157663711481003,3.6735857700079073,4.0815345593479675,8.339745699196804,4.021228435382421,5.894387080159867
MRC2,3.5388566282790834,3.258668723803175,3.25216002045861,7.5987869253564115,3.7502083309977516,4.6972527896737475
MRGPRX3,2.3608451740131526,1.3714070884370053,1.052450319172583,3.612288646188077,0.8008247614205208,5.979944366741387
MS4A2,3.256554561609354,2.56768321837522,2.478521460491003,3.33322705980504,3.0061014590960387,5.828073973430598
MS4A8,0.0,0.0,0.0,1.9163455141171235,0.0,0.0
MT3,0.0,0.0,2.705225804926428,0.0,0.0,0.0
MTUS1,1.5276547611767646,1.3764106103461387,1.2072600119022001,3.826876495530315,0.9818938247069846,6.385823249761644
MUC4,1.5714034284247318,1.3483745814339607,2.2094014233038104,0.8427233504467029,4.3177006342154165,0.6051927805352575
MXD1,7.825371880777455,7.29725260064271,7.2598035691197325,9.228629516670932,7.88702044184101,11.82735311672024
MYL2,0.0,2.178023683413899,0.0,0.0,0.0,0.0
MYO1G,10.18782705282188,10.336029299227878,10.458998469211773,12.281492567006701,10.44519377550937,10.432481221802965
MYOF,4.214048059345033,3.7918799934138505,3.8510509925265177,8.40590244747679,4.264210750797184,6.336805766067739
NCR1,6.301754139219078,6.236108662235511,5.684078611518581,5.0521386122749306,10.07799365106776,6.679425078663932
NDRG2,0.0,2.101857060518876,0.9551982310192862,0.0,4.519615427189882,0.0
NEWGENE_1565644,0.0,0.0,0.0,0.0,2.632604498368468,0.0
NFIX,4.3562958432527275,3.8409040591662134,3.4348492338111996,7.508733792060754,3.940452754803742,4.901433734303511
NGFR,4.805756016782732,4.496434871134728,4.174679190275264,8.0792597280932,4.167435849770254,4.661515770263687
NIPA1,2.799694079063176,2.2100112959720226,2.437511266379624,4.474165422040906,2.6232048367768708,2.2357511382332413
NKG7,10.509211055996724,10.014472117421505,10.767876898006172,9.29855634689623,13.885009924292397,9.724960403015336
NLRP12,4.717198546979937,4.1055331337851255,3.755146649654897,7.130191595342827,4.723624937560201,10.444052099443182
NNMT,1.4312605561292164,0.0,0.0,1.311713764164514,0.0,3.5981383072161774
NOS2,3.5444405402325145,2.11422153326059,2.0529832798051606,5.9314775380230484,2.871884789960812,9.383692021514868
NOVA2,0.4414115337249422,1.2683915393367005,1.0122931890626838,0.0,3.9634968135845243,0.0
NPB,3.2743006373943517,0.0,0.0,0.0,0.0,0.0
NPC1,5.633186993380609,5.8186982915331225,5.847634924795804,8.559604800738654,5.850116840262981,6.52152555590749
NPL,5.081916631741148,4.384781912291263,4.299341306785962,7.15188767530992,5.066274896263145,5.115181072947645
NPNT,0.0,0.0,0.0,0.0,2.9410351584621086,0.0
NPW,0.0,0.0,2.3677339548130654,0.0,0.0,0.0
NR4A1,8.98116922672683,7.548878259069315,7.749596650015754,11.761660686842745,8.321063869450388,10.093107160408241
NRGN,6.023005920241616,5.400641343088363,5.204771453227505,5.145076934528092,8.768902343076931,6.2218365854811495
NRP1,5.220663087659629,5.420458762073251,4.82974814673742,9.570924023941448,5.063328712991554,6.5351121440033575
NSMF,0.0,0.0,0.0,0.0,1.809877171161617,0.0
NUDT4,9.244973560360885,9.201037566671005,8.997874440430511,10.37732792554819,9.336674617838174,13.209736291303322
NUDT6,0.0,0.0,0.0,0.0,1.7365183886299282,0.0
NWD1,1.9918056789498533,1.7193819716693572,1.7958016293412002,2.9433910969066694,1.9656704073334916,6.106733662201636
NXT2,7.115905690851192,6.89359052365776,6.942664543681788,6.666612665896126,9.107029014492777,6.024802021387978
OAS1A,5.984630484804043,5.5194281378844785,6.003158096468136,6.656255761144978,6.275783418785093,9.252574896343372
OLFM4,3.6799309956303508,3.021512708766722,2.309085460067625,4.288946513633441,3.4985572453266585,7.70941458112917
OLR1057,0.668498794942989,2.0777675870362065,1.7054656489265176,4.39070744544966,1.3170699192782052,1.4804285551045542
OLR1585,3.2908110678391447,2.712130210413965,2.881535466106002,5.9209793087192555,4.037125951267455,4.11714690892008
OPLAH,3.5349883530213346,0.0,1.4279563108650861,0.0,6.437797285733282,0.0
ORM1,3.07854659935432,3.0596544990098593,3.009168634419888,3.1430302827186707,3.134475367954688,5.96717449676653
OSCAR,4.96003150690804,4.43328145281383,4.524324800557858,8.002757524469812,5.30025060392826,10.798309571986245
OSM,5.928712765071706,6.642662166033166,5.9690989953959726,7.977884439037007,5.899257395346149,10.211092144500846
OSR2,0.0,0.0,0.0,0.7947242922966715,0.0,4.076599428783627
P2RY13,6.5018607971260085,5.329638479794307,5.863413583265556,6.314197794882942,6.332487351090306,8.841167541559152
P2RY14,3.93649486211679,3.352784075574011,3.639237147423396,6.2560070202428335,3.989599200673057,3.7533694608166903
PADI4,4.244563961288652,3.8908791027980065,4.10753039984527,6.780291367646843,4.197795504717687,10.229402842630794
PAPSS2,3.056796144625877,2.5360440702869163,2.6782403975062237,5.733299787611379,2.9046294111958,3.8054820895648334
PARD3,1.145198936264137,0.9763665950755362,0.9036684971828384,4.294004333130134,0.9459150881238331,2.1165985494259663
PCSK1,3.8376663083257405,3.692868583612633,3.4824650688251992,6.611603453250407,3.5468147771067713,3.036331840904478
PDGFB,5.415394455123481,4.807977892080151,4.537319555378479,4.126677338909997,8.48664194022501,4.749338507514014
PDZD3,1.8259923102458246,2.5481343114797728,1.9166792188767934,4.61650230121777,2.751634692286492,7.280273158152552
PERM1,1.4912984587755278,0.8916519890539882,0.897669230975843,2.5793839271972963,2.2905056341850445,5.238926319416762
PFKFB4,0.0,0.0,0.0,1.77001572984354,0.0,0.0
PGAP2,1.0048934669207694,4.320780430423915,1.0487892563404715,1.529834107681931,0.7057580217556466,0.0
PGLYRP1,6.797249749892765,6.034970763192902,6.18843718131662,8.876279796319622,6.975044844149929,12.555961660767643
PGLYRP4,1.4741771313159175,0.8342302984835178,1.1127048733422793,3.869778954278459,1.6966961623910821,7.219497160401624
PGPEP1L,1.5616686646016316,0.0,0.0,0.0,0.0,0.0
