,B,CD4,CD8,Monocyte,NK,Neutrophil
PDLIM4,1.3707134096645475,10.174545843944122,4.8580140593660275,3.9127904617014204,0.0,1.563188810838501
PGLYRP4,0.0,0.0,0.0,0.0,0.0,6.277983046949382
PHACTR3,0.0,0.0,2.729315644853935,0.0,11.72631642295918,0.0
PHLDB1,4.771841262677295,6.3894812592512125,3.072801295547568,3.1025062719836347,1.072189321037946,0.0
PID1,1.382360394996452,1.5416399503430978,3.2777385719973413,9.288228225038736,4.085440046286215,5.482786670188492
PIK3C2B,9.987129167977644,4.385748463395332,3.5014931287196944,1.221892464337004,2.4446012843625344,1.9201259898118543
PINLYP,6.743565560734955,0.0,0.0,0.0,0.0,0.0
PIPOX,6.73828058618539,1.1008280344266248,1.482135371276032,0.0,0.8388890642187747,0.0
PLA2G4F,1.4075124476512977,3.2114262769858377,0.9465427956376483,0.0,0.3430947301785685,0.0
PLA2G7,4.863905929494283,0.0,5.575551366336679,7.60513712703415,4.081843463384058,13.651098768128461
PLAGL1,2.8844334658652855,6.615439150289174,0.7012866389814367,0.7790205586982231,0.0,0.0
PLAU,3.7264746749133795,0.0,1.7063494780259214,7.035087334658264,0.28472787287845547,1.6307551089050594
PLCB1,0.0,0.0,0.21671124456787966,6.944192765895998,0.0,0.0
PLIN5,0.0,0.7015900501193586,0.74837361492298,0.0,0.4676177212953941,5.398216618485269
PLPP1,9.755316516008604,1.5702736441891294,2.5312644298053693,1.3385074738592504,4.5868965053441055,1.2248791676734325
PLSCR4,1.2140763587768326,0.9944108461212042,3.1429560925831517,0.9808779316527394,10.85890626549196,0.0
POMGNT2,0.728454716216428,1.5023636933894355,4.384164905144245,2.125834653055599,1.6293374258273075,0.0
POPDC2,2.2321378270806385,1.6434538451424254,4.768006507946618,0.0,2.388748879288827,2.3578148022899876
POU2AF1,14.440709498620267,8.095906090773754,8.224728952148055,0.0,3.54145678640573,2.8296010254421935
PPFIA4,2.510912005594768,1.6193100253566457,3.592218578711414,9.674892557780009,1.235788833566354,2.1650391743092214
PPIC,2.851949470068547,6.84662121499252,8.667028832932079,1.8903191407190756,4.994275742360271,0.0
PPM1N,0.0,0.0,5.712524310984019,0.0,3.383994840294429,1.9540129531296317
PPP1R1A,0.0,2.5115987962930397,0.0,0.0,0.0,0.0
PPP1R3D,0.0,0.0,1.642126755368614,4.046889743233829,3.901022217945491,8.212633932035533
PPP1R42,1.5557749978516375,0.0,0.9735527871399406,0.0,2.1384929570393423,6.359914586685513
PREX2,0.0,0.19689696455900393,0.27182797697155686,0.0,5.684127840877535,0.0
PRF1,5.801369003094233,7.859604025700075,9.950421616157353,0.0,15.370170725479865,0.0
PRG4,1.5865293941212275,6.471674749302162,2.463625707759106,1.8289902058359822,4.331214770103269,0.2027124928668326
PRICKLE1,0.7218509248207601,4.890206043610112,2.6673428538978987,0.5513338552482553,1.8941923710572697,0.0
PRPS1L1,0.0,0.9147784256527846,0.0,0.0,0.0,5.700170131539013
PRRT2,0.0,4.736643950688741,2.6316247244874225,1.3424816444864534,2.7536001147342466,0.0
PRSS12,3.7437084407427363,5.667650170345963,7.4792168920087345,0.0,5.272874674843617,0.0
PRSS50,0.0,3.2920006236715604,1.094315114915859,0.0,0.0,0.0
PRTN3,1.7569879894165248,0.0,4.682987959647339,12.45177732852638,0.7814327578348018,4.310096463588572
PSD,4.7691580723358475,8.818979235528936,3.174602468108217,1.243959509660762,6.921689311822565,2.509015367751137
PTGFRN,0.303642273975183,6.323793106961325,3.098858229620258,2.4656556735726785,0.5046118822165802,2.7431667174488767
PTPRF,0.0,4.363364197296225,1.0898353432813093,0.0,1.6748914738272975,0.0
PTPRO,0.0,0.0,3.673862651381084,10.170374477916436,2.6438770310446484,1.524547994141416
PYGM,6.14694839875126,7.945239720381429,6.324792658378353,3.681264133174214,5.7455668780077644,4.329438853525563
RAB27B,0.0,0.0,0.49125982485210695,0.0,8.96031220336659,0.0
RAB30,10.254761605644585,0.633965450027157,3.8016840936904135,0.0,2.37173224849753,0.0
RAB38,0.0,0.0,1.0886564195080757,4.119866909367632,0.8976470517093795,0.0
RAB7B,0.2833574696902064,0.0,2.2088129759235686,7.0153580338291315,0.8333687214008978,1.7102169064896386
RAC3,5.457193197829902,4.501480047427481,5.198353425411583,4.249055013323634,10.748766610963333,0.0
RAMP3,3.2231966266207976,10.342954740981735,6.207118281208032,0.0,0.0,0.0
RAPGEF3,8.798800404862652,2.3716950049709684,2.9188662386615727,1.8670089666548653,2.0956711628079248,0.0
RAPGEF5,8.270358730154703,1.146988481314005,1.3914589780167046,1.769272145153922,2.211897749896731,0.0
RASGRP3,12.217125167159042,2.6039981014972975,3.983102056065673,0.9056563817091992,2.1155293642913233,0.555262303843377
RASL12,1.0902300618245306,0.0,4.432029710958162,0.0,11.139656425044823,0.0
RASSF8,2.182792610526915,2.5594379902509807,1.3982058136464313,5.830167193524755,0.4489267093035787,1.2797545843636917
RBPMS,6.489409525535275,3.112058125707297,5.432522290301941,7.338984633831114,12.196200466760198,4.174262044385687
RCAN3,7.382619306831189,9.426124401736887,6.872199279086862,6.723770225324709,6.449619800199784,1.2491886652778366
REM1,0.0,0.0,0.6780243947715041,7.01780884705077,0.0,0.0
RETN,1.794248272276127,0.0,0.5168386961384689,0.0,2.145817668166926,6.580385323945924
RETNLB,0.0,0.0,0.0,0.0,0.0,3.432496149401446
RETNLG,0.0,0.0,8.89712238187333,6.493177051709266,0.0,15.621790840177916
RHOV,2.1779914421637425,0.0,1.1070130736469936,0.46969202940993016,2.76876342673146,6.563344262139369
RHPN1,0.8083235756664764,0.0,1.3471073154243869,0.0,9.20170996593176,0.0
RND1,3.761676848121141,3.3700404914809066,2.7118545650101913,3.154800089345224,3.6439280023519673,8.01193004586317
RND3,0.9518570271549232,0.0,1.954983051229698,8.450585664547017,3.0230130166864533,0.2603222275087589
RNF144B,0.916186396886965,0.0,1.5114354522483433,8.14232154697104,1.83079346757975,2.654783942814285
RPL12,12.237983886367761,12.315371392866306,15.795191817471874,10.799980477794428,9.500759248720719,2.506455485889644
RPL3L,1.2510092441337648,0.0,1.6901713368317355,1.4382640637132704,1.5176088138013855,5.431462465912336
RPL5,11.848734515033552,10.70287045566356,14.435481307481114,11.992959296493263,9.74500853209867,4.543128866223457
RPS27,13.063395982169878,14.479662354489887,18.306162912208,14.51092432541973,11.968931869234186,11.527110712156912
RSPO1,0.0,0.0,1.1243660689624075,6.642211653618639,1.4230776647306973,1.151362546055955
RUFY4,1.3954260759426669,2.7877745751480054,2.625656186783134,0.0,0.4940807758674829,7.8557444901889895
S100A8,0.0,2.6307508752235504,12.353046769423969,12.663949945987572,3.3716877563042864,18.46275112292013
S100A9,0.0,3.1489485558927313,12.866885477875531,11.677243285001957,3.120914525659998,18.826688469473368
S1PR5,0.0,0.7185427360274488,7.664321174731921,4.239388967688271,14.198787074118423,0.7508464586680337
SALL2,2.1278176869513308,5.814787197932334,3.682226621152721,2.2765767292353423,4.084366004024835,0.0
SAMD13,0.0,3.0970385070665047,1.6397531052046017,0.0,8.252958823012913,0.0
SARDH,0.0,6.222408239542289,3.3446577069050023,0.0,2.5160737935115876,0.0
SCIMP,7.742810395573983,0.0,4.482110601331114,2.73815190139792,12.53235884760785,4.247940994038458
SCN4A,8.509104176415212,1.8092962397067918,2.0396518028105115,0.0,0.27790619840363673,0.0
SCNN1A,0.0,2.0512149919052702,2.3042940071502778,5.189342350845031,0.6204363260724097,8.64143850340702
SCRG1,0.0,0.0,1.3712433504229251,2.2144670006376863,0.0,8.757811687347306
SCX,1.3788391113193577,3.6400050926924523,2.062678034993078,0.0,0.0,0.0
SDS,0.0,2.284470859890781,0.0,0.0,0.0,0.0
SEC61G,9.776954340136996,7.545096757741134,11.718370251738708,9.922645485600329,8.81049697711561,5.97480600852345
SEMA4C,1.3792228505935864,2.276679843751017,2.442212046271827,3.587854146228996,9.321072116753488,0.0
SEMA4F,1.0083372207717705,5.083682686453104,7.76773596788689,0.5334638942781897,4.878973595964763,5.042207812077725
SEMA6A,0.0,0.0,0.06503525215240816,0.0,6.287133537309364,0.0
SEMA7A,11.475308556998593,4.904549042830223,5.103123928010475,0.0,1.8549620766423778,3.8285056819890713
SERPINB10,0.0,0.0,4.237115857983399,9.168297693800794,0.40117606917558096,4.6275203506459075
SERPINB2,1.8999893318519554,0.0,1.4488414953766582,8.51711692223502,0.906376540053093,1.609834280500313
SERPINB9,7.469322325869982,5.841655121012003,7.4802600063589715,2.894529181404109,13.713079511246304,0.0
SFRP2,0.0,2.1480359122093615,0.24555097583748597,0.0,0.0,0.0
SFTPC,0.0,0.0,0.0,0.0,0.0,4.667554642693071
SH3GL3,0.0,4.585708014053989,1.8660415057218533,0.0,0.0,0.0
SH3PXD2B,1.5415465940071766,0.2163132352570148,0.5508998917727941,5.421442893428592,2.3851486467960923,0.0
SHANK1,9.062124422631156,1.2169280067797548,2.0959164078656114,0.0,2.4649932708839755,0.0
SHISA8,10.680341275365612,2.795555775279794,1.5942690632518848,0.0,1.2735843339656838,0.0
SIAH3,0.0,4.220792072988828,0.5653951516056033,0.0,0.32305931057323767,0.0
SIGLEC1,1.2199344058323225,0.9682093560686954,0.6345294241688191,5.957660672121881,1.9011560898496471,1.742398830644083
SLAMF8,0.6408257845345724,0.0,3.793843284302497,6.996854962411518,2.6778133673624085,0.0
SLC13A3,0.5063703915050107,0.0,0.15836207310589553,4.169623006867928,0.7125491409984561,0.0
SLC16A14,0.0,0.0,0.0,0.5108706593782004,0.0,5.864286990009582
SLC16A8,0.0,2.634505443822179,0.0,0.0,0.0,0.0
SLC22A18,0.0,0.0,0.0,5.229066339877139,0.0,0.0
SLC22A20,0.0,0.0,0.0,0.0,0.5063781210812418,5.164841689164353
SLC2A10,0.0,0.0,0.0,0.0,6.841620370902206,0.0
SLC40A1,0.0,0.0,4.141551423036757,2.0973005017677213,2.884105364160873,12.589205336938694
SLC6A19,1.3041156238893885,3.3092227010874495,8.083232382727708,0.25078380649868437,0.0,0.0
SLC8A1,0.6997907012405651,0.0,1.191974405489229,7.285580255920012,1.928706439404279,1.7053922906040344
SLC9B2,2.1382608182424976,5.756336520144045,1.9661621502168298,0.0,2.201739818472289,0.0
SLCO1A6,0.0,0.0,2.0689041724609005,0.0,6.854164966936533,0.0
SLCO4C1,0.0,0.0,0.691424304907701,0.5332691270992337,1.4260901097239924,6.5444090476496335
SLFN4,0.43787639829187835,2.285060229061163,5.14760743575696,7.3759491011030995,4.061966982768224,11.176755446973921
SLPI,12.059357772867623,5.879214296727864,8.496130391042193,11.25345414345823,4.528338132923636,15.542317022889161
SMARCD3,2.3951115816868334,4.849496126620858,2.433277344400672,0.44937151630833927,9.645833803214453,0.0
SMIM5,1.8123198086681636,3.4960398854768875,3.5283322256478726,9.07294673949848,3.809238133033342,5.603702703514431
SMYD1,0.49294873166061215,0.0,4.935517655461583,0.0,0.0,0.0
SNCB,0.0,0.0,1.7041003252827047,0.0,0.0,0.0
SORT1,2.1262282917474766,0.5731301104845771,2.6328692229014967,9.417863961738991,2.6234484200351402,6.355973447481079
SOX6,0.0,0.0,0.20294265445649523,0.2664743722442007,5.539975244608955,0.0
SP6,3.1786845610207473,4.979735533557373,2.844269330446636,0.23773097786109412,1.4840723872651762,0.0
SPACA4,0.0,1.8020593307163255,0.0,0.0,0.0,0.0
SPATA46,0.0,0.0,0.0,0.0,5.662116727848705,0.7506722888333627
SPEG,0.10826334496948273,0.0,1.7712339956158671,0.0,0.0,0.0
SPIB,13.668565635538641,6.3693495644465665,7.4476010184461465,1.3582237751311323,2.8390010530346252,2.7914598397979127
SPRY1,3.333951673734472,7.627154868991229,5.195049103461843,1.5025739966495866,2.0956092343835486,0.0
SPSB4,0.0,0.0,0.734621214939737,5.995398392179968,0.0,0.0
SRGAP3,4.733857222311191,1.1281177405865919,3.4796650624520877,2.527448535274239,9.73740919527917,0.11052805747321463
ST8SIA1,2.5321620641186082,8.744105222487322,6.485065834247228,1.735535094117871,1.3475188869158021,0.0
STAC2,9.735250794138953,1.2123407516987155,3.4411915580176347,2.3252928223672122,0.3172028280238649,0.0
STFA2,0.0,0.0,0.0,0.0,0.0,7.3574480274688545
STFA2L1,0.0,0.0,5.443005365350439,0.0,0.0,11.952470847704994
STXBP6,1.4504849574606804,0.0,1.174609945065246,9.481736069865294,0.6800885486323571,0.0
STYK1,0.0,0.0,3.02249316741276,0.45058707779396867,12.443233075615314,0.7124225935087858
SYCP2,0.0,0.0,0.2799311667817145,0.0,0.6169994392883822,5.176653919754385
SYDE1,4.046252804089075,3.4922472447005783,5.645733861507878,0.0,3.8660829138096573,0.0
SYT6,0.0,0.41173034943786624,3.3526511748771517,0.0,1.0318719966155374,0.0
SYTL2,2.0246561991157823,7.402421336286763,7.390292015838776,0.0,12.436089134632368,0.0
TAFA3,0.2578375429515113,3.3732628895608654,4.008986644548376,0.0,9.406009642905147,0.0
TAS2R126,0.0,0.0,0.0,0.0,0.7920546324430168,4.204299413151736
TAS2R143,0.0,0.0,0.0,0.0,0.0,3.3574821503749326
TBC1D4,5.390228870918866,8.858097227250587,5.517729386286172,4.667745348024662,3.5546458769163785,1.8476459032342616
TBX21,6.027581872914129,5.243917423836007,9.591372651278263,0.0,15.038009448025228,0.0
TCTEX1D1,0.0,0.0,0.0,5.127132597180918,0.8180439059890844,0.0
TFEC,0.0,0.0,1.3774620131784427,9.057158334229708,0.0,0.0
TFF1,5.149741602958404,0.0,0.0,0.0,0.0,0.0
THY1,0.0,12.77704865141727,14.933842822338223,4.534385466033528,10.077149257102185,0.0
TIFAB,4.6420739402910955,0.0,4.296389520390807,11.70091508962485,1.6189704164471954,2.5030334207685767
TIMD2,8.6316820302492,0.0,0.3767230416215373,0.0,0.0,0.0
TINAGL1,0.0,0.0,1.7661949764806357,0.7495231052844085,1.8218431948473848,6.349125628993321
TMC3,0.8073796428861159,3.729887276068319,0.7059637413071483,0.0,0.7177240619771456,0.0
TMED6,9.997356350866335,0.0,1.1537205018009487,0.0,0.0,0.0
TMEM108,5.768631107014353,4.985472550997504,7.870845145169188,1.747774321295384,3.49162759576682,0.0
TMEM150B,1.634431959726689,0.592725243063735,1.9658569258753993,7.547410716639732,0.6640697036948369,1.2933526331127325
TMEM151A,0.4556912011347289,0.0,2.5558868360902056,0.0,8.298405168096956,0.0
TMEM217,0.0,1.3453539468201252,1.8231578996778488,0.0,8.077512267346552,0.0
TMEM221,4.171576489358138,4.684276712154689,7.237008431936106,3.013455825015848,2.948692307340591,0.0
TMEM255A,7.389252914201556,0.577972357069741,0.433976781749028,0.21692482639764896,1.9248448196038757,0.0
TMEM30B,0.0,2.4168441317345146,0.6492659124090954,0.0,0.0,0.0
TMEM35A,0.0,2.6518187800816415,0.4837726871144787,0.0,0.0,0.0
TMEM37,0.0,1.0256110442709618,6.699219767977665,1.7384218903959456,11.676964700953292,0.0
TMEM40,3.826224815875897,0.0,3.020592093411821,2.9625445421687733,1.750137121508397,8.212400631336898
TMEM52,8.187874107084506,0.0,1.1174950492224651,0.0,0.0,0.0
TMTC1,0.7445786876464782,1.1131492639229523,0.24339910886924132,0.0,6.877777162688095,0.0
TNFRSF13C,14.133097809339054,6.220983462457699,7.145943281497477,0.7528632657732413,7.5585888028900445,3.216546016829944
TNFRSF25,1.8064484669750938,10.523781253741959,8.992405158694877,0.0,5.891613983880879,0.0
TNFRSF4,7.2157235761764715,11.247446412902073,7.891011771669106,3.646310501714555,6.101821979965132,3.1312237328940546
TNNI1,1.883583053759552,2.410170141626944,2.789846090421417,0.0,9.250285356886042,0.0
TNP2,2.171187906756333,0.0,5.078135151148695,0.0,3.4470176266604837,0.0
TNS4,0.0,0.0,1.5287155361436169,7.313395704262941,4.20537842683512,0.0
TRAT1,0.33312483766191636,10.25119740443237,7.197708924947129,0.0,4.171046236086571,0.0
TRAV12-3,0.0,8.665607061462838,7.009965507244936,0.0,1.843095336583977,0.0
TREM1,0.8938277138204961,0.0,3.6303543454960647,3.8592917256642387,1.7785860395775583,10.52200185703839
TREM2,0.0,0.0,2.541050116584514,8.947790458719503,1.2150979873455132,0.758460759891902
TREM3,0.0,0.0,5.455234540918296,8.684119636719615,2.113082047425977,12.074055976758007
TRNP1,0.0,0.0,7.2427125250948725,0.0,2.9555458901360216,0.0
TRPC2,0.0,0.0,4.367078067906667,0.0,0.0,0.0
TTC16,2.0787737614498667,1.6648924843054589,3.8158700681405344,0.0,1.8715800608795827,0.0
TUBB3,4.576898104495394,4.83281344528366,6.384310305116125,3.4871620283051046,1.7493442509075672,0.0
UBA52,14.715010970090608,13.41432358512872,17.149342695630864,14.1399945389742,14.718975544104666,9.975913925510456
UPP1,0.0,0.0,2.2461243799564783,2.7920881533046806,3.279068224703064,8.264006296544743
VASH1,7.413687716076746,0.0,0.448418833594284,0.3246075154304524,2.030843171734375,0.0
VCAN,1.634093930113747,0.0,0.9183739769320078,8.073039794367933,2.652982069690279,0.0
VEGFC,0.6692609846863207,0.0,1.1706328606868286,0.7890045708242498,10.415723701025582,0.0
VNN3,0.7966732010790423,0.0,2.0463019517452925,4.829044609552918,1.686217377392405,9.86875130972567
WDR86,0.4593336988197368,0.7523700536247447,1.3988939658680017,0.0,6.493156350529972,0.0
WFDC21,9.14010287180346,0.0,7.337432587256936,7.249310973137577,1.1113876821293318,12.731397043459221
WNT10B,9.588016118144264,2.805685847209602,1.8425900243876692,0.0,0.45684874241596973,0.0
WNT3,0.5234644378687903,3.1430742132085183,0.5590558437025883,0.0,1.138494415689785,0.0
XKRX,6.189847256389551,7.90504115047324,5.960800491263548,0.28904552864261057,2.797828989108347,0.6450905404892425
YPEL1,3.400358379402709,5.151152877252727,4.447144583759995,1.4381777292635034,10.711307883857042,2.0187444977394726
ZCCHC12,0.0,4.656416371564509,2.445075224466761,0.0,0.0,0.47173547023318485
ZFP105,3.047307631034225,0.0,0.7610411919311488,2.4105759059018816,8.265756235191528,0.0
ZFP185,0.0,1.8113593568717918,0.0,0.0,0.25688996417899135,0.0
ZFYVE9,2.847898873009137,2.2662139344922942,1.8599104188603133,6.427080314217718,2.547388771941777,0.7344600504837672
ZSCAN10,0.0,5.64760741265074,0.4577991360245437,0.0,3.0344281744939607,0.4486261158319857
